0000000090,0000089000,002439,058840,036961,032640,027843,038982
0000000091,0000090000,000001,051428,046881,032317,027163,039993
0000000092,0000091000,000772,042188,055420,032352,026296,040878
0000000093,0000092000,004673,032027,061741,032741,025328,041551
0000000094,0000093000,011326,021937,065226,033446,024352,041946
0000000095,0000094000,020076,012909,065533,034399,023465,042023
0000000096,0000095000,030069,005823,062634,035506,022754,041776
0000000097,0000096000,040325,001376,056810,036658,022288,041229
0000000098,0000097000,049842,000001,048634,037743,022112,040435
0000000099,0000098000,057687,001833,038904,038655,022244,039472
0000000100,0000099000,063093,006693,028573,039305,022672,038434
0000000101,0000100000,065530,014106,018653,039628,023352,037423
0000000102,0000101000,064760,023346,010114,039593,024219,036537
0000000103,0000102000,060858,033507,003793,039204,025187,035864
0000000104,0000103000,054206,043596,000308,038499,026163,035470
0000000105,0000104000,045456,052625,000000,037546,027050,035392
0000000106,0000105000,035463,059710,002900,036439,027761,035639
0000000107,0000106000,025207,064158,008723,035287,028227,036187
0000000108,0000107000,015689,065533,016900,034202,028403,036981
0000000109,0000108000,007844,063700,026630,033290,028271,037944
0000000110,0000109000,002439,058840,036961,032640,027843,038982
0000000111,0000110000,000001,051428,046881,032317,027163,039993
0000000112,0000111000,000772,042188,055419,032352,026296,040878
0000000113,0000112000,004673,032027,061740,032741,025328,041551
0000000114,0000113000,011325,021938,065226,033446,024352,041946
0000000115,0000114000,020075,012909,065533,034399,023465,042023
0000000116,0000115000,030069,005823,062634,035506,022754,041776
0000000117,0000116000,040325,001376,056810,036658,022288,041229
0000000118,0000117000,049842,000001,048634,037743,022112,040435
0000000119,0000118000,057687,001833,038904,038655,022244,039472
0000000120,0000119000,063093,006693,028573,039305,022672,038434
0000000121,0000120000,065530,014106,018653,039628,023352,037423
0000000122,0000121000,064760,023345,010115,039593,024219,036537
0000000123,0000122000,060858,033506,003793,039204,025187,035865
0000000124,0000123000,054206,043596,000308,038499,026163,035470
0000000125,0000124000,045456,052624,000001,037546,027049,035392
0000000126,0000125000,035463,059710,002900,036439,027761,035639
0000000127,0000126000,025207,064157,008723,035287,028227,036186
0000000128,0000127000,015690,065533,016900,034202,028403,036981
0000000129,0000128000,007845,063701,026630,033290,028271,037944
0000000130,0000129000,002439,058840,036960,032640,027843,038982
0000000131,0000130000,000001,051428,046880,032317,027163,039993
0000000132,0000131000,000772,042188,055419,032352,026296,040878
0000000133,0000132000,004673,032028,061740,032741,025328,041551
0000000134,0000133000,011325,021938,065225,033446,024352,041946
0000000135,0000134000,020075,012910,065533,034399,023465,042023
0000000136,0000135000,030068,005824,062634,035506,022754,041776
0000000137,0000136000,040325,001376,056811,036658,022288,041229
0000000138,0000137000,049842,000001,048634,037743,022112,040435
0000000139,0000138000,057687,001833,038904,038655,022244,039472
0000000140,0000139000,063092,006693,028574,039305,022672,038434
0000000141,0000140000,065530,014105,018653,039628,023352,037423
0000000142,0000141000,064760,023345,010115,039593,024219,036537
0000000143,0000142000,060859,033506,003794,039204,025187,035865
0000000144,0000143000,054206,043596,000309,038499,026163,035470
0000000145,0000144000,045457,052624,000001,037546,027049,035392
0000000146,0000145000,035463,059710,002900,036439,027761,035639
0000000147,0000146000,025207,064157,008723,035287,028227,036186
0000000148,0000147000,015690,065533,016900,034202,028403,036981
0000000149,0000148000,007845,063701,026630,033290,028271,037944
0000000150,0000149000,002439,058840,036960,032640,027843,038982
0000000151,0000150000,000002,051428,046880,032317,027163,039993
0000000152,0000151000,000772,042189,055419,032352,026296,040878
0000000153,0000152000,004673,032028,061740,032741,025328,041551
0000000154,0000153000,011325,021938,065225,033446,024352,041945
0000000155,0000154000,020075,012910,065533,034399,023465,042023
0000000156,0000155000,030068,005824,062634,035506,022754,041776
0000000157,0000156000,040324,001376,056811,036658,022288,041229
0000000158,0000157000,049841,000001,048634,037743,022112,040435
0000000159,0000158000,057687,001833,038904,038655,022244,039472
0000000160,0000159000,063092,006693,028574,039305,022672,038434
0000000161,0000160000,065530,014106,018654,039628,023352,037423
0000000162,0000161000,064760,023345,010115,039593,024219,036537
0000000163,0000162000,060858,033506,003794,039204,025187,035865
0000000164,0000163000,054207,043595,000309,038499,026163,035470
0000000165,0000164000,045457,052624,000001,037546,027049,035392
0000000166,0000165000,035464,059710,002900,036439,027761,035639
0000000167,0000166000,025207,064157,008723,035287,028227,036186
0000000168,0000167000,015690,065533,016899,034202,028403,036981
0000000169,0000168000,007845,063700,026629,033290,028270,037944
0000000170,0000169000,002439,058841,036960,032640,027843,038982
0000000171,0000170000,000002,051428,046880,032317,027163,039993
0000000172,0000171000,000772,042189,055418,032352,026296,040878
0000000173,0000172000,004673,032028,061740,032741,025328,041551
0000000174,0000173000,011325,021939,065225,033446,024352,041945
0000000175,0000174000,020075,012910,065533,034399,023465,042023
0000000176,0000175000,030068,005824,062634,035506,022754,041776
0000000177,0000176000,040324,001377,056811,036658,022288,041229
0000000178,0000177000,049841,000001,048634,037743,022112,040435
0000000179,0000178000,057686,001833,038905,038655,022244,039472
0000000180,0000179000,063092,006693,028574,039305,022672,038434
0000000181,0000180000,065529,014106,018654,039628,023352,037423
0000000182,0000181000,064760,023344,010115,039593,024219,036537
0000000183,0000182000,060858,033506,003794,039204,025187,035865
0000000184,0000183000,054207,043595,000309,038499,026163,035470
0000000185,0000184000,045457,052623,000001,037546,027049,035392
0000000186,0000185000,035464,059709,002900,036439,027761,035639
0000000187,0000186000,025208,064157,008723,035287,028227,036186
0000000188,0000187000,015691,065533,016899,034202,028403,036981
0000000189,0000188000,007846,063700,026629,033290,028270,037944
0000000190,0000189000,002439,058841,036959,032640,027843,038982
0000000191,0000190000,000002,051428,046879,032317,027163,039993
0000000192,0000191000,000772,042189,055418,032352,026296,040878
0000000193,0000192000,004673,032028,061739,032741,025328,041551
0000000194,0000193000,011325,021939,065225,033446,024352,041945
0000000195,0000194000,020075,012910,065533,034399,023465,042023
0000000196,0000195000,030068,005824,062634,035506,022754,041776
0000000197,0000196000,040323,001377,056811,036658,022288,041229
0000000198,0000197000,049841,000001,048634,037743,022112,040435
0000000199,0000198000,057686,001833,038905,038655,022244,039472
0000000200,0000199000,063092,006693,028574,039305,022672,038434
0000000201,0000200000,065529,014105,018654,039628,023352,037423
0000000202,0000201000,064760,023344,010116,039593,024219,036537
0000000203,0000201500,039820,032277,026172,044659,023957,032242
0000000204,0000202500,035765,035165,027337,051582,025253,024620
0000000205,0000203500,037742,035942,024566,056150,028854,016689
0000000206,0000204500,032004,038704,027548,057741,034367,009423
0000000207,0000205500,033035,038700,026516,055487,041245,004185
0000000208,0000206500,029065,039860,029337,051396,048249,000473
0000000209,0000207500,028216,039320,030733,043876,055117,000000
0000000210,0000208500,027089,038512,032681,035648,060515,001720
0000000211,0000209500,025798,037321,035178,026147,064225,006373
0000000212,0000210500,026494,035298,036518,017120,065534,013138
0000000213,0000211500,026713,033437,038173,009393,064283,021437
0000000214,0000212500,027779,031378,039178,003382,060591,030767
0000000215,0000213500,030233,029283,038823,000393,054572,039830
0000000216,0000214500,030796,028147,039402,000000,046954,048241
0000000217,0000215500,034744,026546,037049,002939,038231,054811
0000000218,0000216500,034470,026799,037070,008437,029348,059240
0000000219,0000217500,038531,026257,033535,016283,021021,060961
0000000220,0000218500,037285,027854,033178,025596,014054,059922
0000000221,0000219500,040276,028455,029566,035463,009065,056290
0000000222,0000220500,038080,030912,029297,045072,006455,050374
0000000223,0000221500,039393,032253,026625,053291,006478,042930
0000000224,0000222500,036564,034795,026906,059615,009008,034546
0000000225,0000223500,036217,036200,025839,063145,013831,026259
0000000226,0000224500,033348,038013,026894,063859,020349,018723
0000000227,0000225500,031956,038794,027506,061461,027957,012843
0000000228,0000226500,029647,039340,029275,056346,035827,009140
0000000229,0000227500,028258,039037,030978,049043,043161,007977
0000000230,0000228500,026864,038270,033151,040093,049250,009618
0000000231,0000229500,026531,036829,034938,030765,053376,013677
0000000232,0000230500,026115,035194,037003,021462,055241,020103
0000000233,0000231500,027353,033039,037931,013731,054474,027893
0000000234,0000232500,027812,031258,039265,007710,051301,036684
0000000235,0000233500,030267,029168,038904,004568,045856,045278
0000000236,0000234500,031433,027931,038980,004185,038784,053101
0000000237,0000235500,034037,026740,037564,006865,030682,059249
0000000238,0000236500,035652,026460,036223,012267,022363,063168
0000000239,0000237500,037180,026690,034456,019787,014641,064545
0000000240,0000238500,038847,027397,032068,028869,008211,063145
0000000241,0000239500,038526,029014,030761,038411,003746,059253
0000000242,0000240500,039768,030379,028138,047663,001610,053158
0000000243,0000241500,037599,032802,027875,055639,002029,045516
0000000244,0000242500,038067,034263,025932,061520,004946,037122
0000000245,0000243500,034737,036607,026915,064925,010018,028684
0000000246,0000244500,034456,037547,026250,065217,016814,021235
0000000247,0000245500,030961,039000,028298,062773,024551,015260
0000000248,0000246500,030407,038951,028903,057406,032576,011620
0000000249,0000247500,027620,039096,031558,050062,039979,010422
0000000250,0000248500,027553,037910,032821,041125,046122,011993
0000000251,0000249500,025929,036879,035491,031705,050327,016052
0000000252,0000250500,027026,034807,036479,022640,052205,022249
0000000253,0000251500,026525,033205,038596,014778,051571,030017
0000000254,0000252500,029014,030835,038484,009059,048444,038486
0000000255,0000253500,029211,029475,039657,005794,043191,046988
0000000256,0000254500,032704,027534,038103,005604,036246,054504
0000000257,0000255500,033005,027102,038237,008202,028369,060488
0000000258,0000256500,036627,026182,035524,013605,020253,064192
0000000259,0000257500,036495,026976,034856,021068,012753,065385
0000000260,0000258500,039245,027303,031764,029998,006557,063875
0000000261,0000259500,038369,029131,030801,039453,002289,059852
0000000262,0000260500,039549,030464,028272,048513,000356,053718
0000000263,0000261500,037922,032733,027620,056322,000934,046056
0000000264,0000262500,037426,034452,026386,062081,003971,037646
0000000265,0000263500,035338,036400,026521,065242,009159,029308
0000000266,0000264500,033676,037747,026833,065535,015976,021835
0000000267,0000265500,031634,038724,027900,062830,023775,016030
0000000268,0000266500,029692,039102,029470,057574,031743,012349
0000000269,0000267500,028283,038800,031191,050038,039159,011311
0000000270,0000268500,026933,038019,033335,041266,045214,012827
0000000271,0000269500,026641,036577,035081,031782,049402,016960
0000000272,0000270500,026376,034938,036999,022867,051216,023090
0000000273,0000271500,027412,032883,038030,015065,050569,030818
0000000274,0000272500,028165,031063,039108,009436,047440,039208
0000000275,0000273500,030357,029115,038868,006289,042206,047583
0000000276,0000274500,031564,027894,038886,006120,035325,055011
0000000277,0000275500,034384,026704,037252,008811,027513,060843
0000000278,0000276500,035239,026655,036442,014184,019507,064458
0000000279,0000277500,037970,026562,033791,021656,012110,065535
0000000280,0000278500,037766,027820,032728,030527,006033,063951
0000000281,0000279500,039764,028734,029800,039900,001880,059881
0000000282,0000280500,038160,030946,029181,048887,000045,053708
0000000283,0000281500,039102,032378,026792,056566,000717,046066
0000000284,0000282500,036252,034842,027172,062238,003813,037672
0000000285,0000283500,036267,036092,025897,065289,009043,029387
0000000286,0000284500,032750,038024,027484,065482,015876,021988
0000000287,0000285500,032366,038448,027442,062747,023655,016231
0000000288,0000286500,028979,039282,030005,057390,031604,012662
0000000289,0000287500,028897,038544,030831,049928,038948,011633
0000000290,0000288500,026383,038136,033769,041072,044970,013260
0000000291,0000289500,027180,036346,034772,031746,049065,017349
0000000292,0000290500,025973,035020,037321,022780,050854,023552
0000000293,0000291500,027843,032705,037776,015168,050131,031188
0000000294,0000292500,027936,031119,039281,009517,047005,039595
0000000295,0000293500,030598,029025,038717,006541,041739,047850
0000000296,0000294500,031556,027915,038872,006356,034898,055250
0000000297,0000295500,034347,026728,037265,009164,027104,060957
0000000298,0000296500,035488,026620,036227,014498,019171,064530
0000000299,0000297500,037613,026704,034007,022027,011826,065500
0000000300,0000298500,038268,027715,032330,030817,005840,063894
0000000301,0000299500,039102,028974,030223,040200,001747,059751
0000000302,0000300500,038883,030762,028640,049063,000000,053598
0000000303,0000301500,038199,032682,027393,056729,000714,045922
0000000304,0000302500,037149,034579,026535,062257,003872,037592
0000000305,0000303500,035200,036424,026635,065293,009111,029312
0000000306,0000304500,033784,037689,026782,065359,015965,022005
0000000307,0000305500,031201,038787,028272,062625,023714,016279
0000000308,0000306500,030126,038888,029250,057191,031643,012800
0000000309,0000307500,027685,038882,031709,049755,038931,011807
0000000310,0000308500,027618,037703,032965,040887,044905,013496
0000000311,0000309500,025956,036687,035658,031612,048938,017604
0000000312,0000310500,027256,034577,036479,022690,050676,023821
0000000313,0000311500,026641,033054,038632,015141,049908,031448
0000000314,0000312500,029211,030697,038425,009567,046749,039821
0000000315,0000313500,029445,029383,039514,006642,041472,048040
0000000316,0000314500,032761,027539,038041,006539,034629,055370
0000000317,0000315500,033268,027089,037985,009360,026864,061034
0000000318,0000316500,036570,026303,035460,014760,018958,064518
0000000319,0000317500,036627,027053,034646,022246,011675,065461
0000000320,0000318500,039195,027455,031660,031080,005730,063772
0000000321,0000319500,038228,029291,030781,040364,001714,059638
0000000322,0000320500,039637,030551,028096,049252,000003,053424
0000000323,0000321500,037466,032944,027865,056779,000787,045799
0000000324,0000322500,037714,034410,026139,062325,003959,037439
0000000325,0000323500,034654,036609,026998,065215,009241,029245
0000000326,0000324500,034137,037562,026555,065304,016078,021936
0000000327,0000325500,030900,038873,028487,062448,023836,016310
0000000328,0000326500,030240,038815,029209,057057,031718,012842
0000000329,0000327500,027677,038860,031738,049541,038985,011943
0000000330,0000328500,027476,037700,033110,040748,044894,013633
0000000331,0000329500,026256,036565,035480,031435,048894,017811
0000000332,0000330500,026866,034658,036790,022623,050564,024000
0000000333,0000331500,027213,032855,038258,015056,049773,031668
0000000334,0000332500,028606,030863,038866,009617,046562,039973
0000000335,0000333500,030220,029138,038982,006670,041290,048208
0000000336,0000334500,031989,027781,038573,006703,034423,055440
0000000337,0000335500,034171,026823,037346,009482,026694,061104
0000000338,0000336500,035670,026605,036059,014989,018794,064485
0000000339,0000337500,037607,026777,033940,022413,011570,065423
0000000340,0000338500,038182,027803,032327,031299,005655,063654
0000000341,0000339500,039275,028998,030025,040512,001702,059517
0000000342,0000340500,038507,030933,028846,049389,000030,053271
0000000343,0000341500,038595,032617,027061,056855,000861,045653
0000000344,0000342500,036468,034814,026983,062340,004066,037312
0000000345,0000343500,035874,036233,026150,065191,009364,029136
0000000346,0000344500,032808,037975,027476,065202,016213,021884
0000000347,0000345500,032185,038455,027618,062336,023953,016287
0000000348,0000346500,028904,039214,030149,056886,031821,012888
0000000349,0000347500,028955,038426,030892,049386,039046,012019
0000000350,0000348500,026239,038062,033988,040575,044919,013763
0000000351,0000349500,027427,036157,034714,031303,048867,017958
0000000352,0000350500,025824,034963,037529,022509,050497,024173
0000000353,0000351500,028194,032513,037617,015010,049661,031828
0000000354,0000352500,027809,031105,039422,009596,046426,040135
0000000355,0000353500,030967,028887,038485,006740,041127,048317
0000000356,0000354500,031427,027968,038949,006770,034268,055543
0000000357,0000355500,034691,026664,036983,009658,026531,061117
0000000358,0000356500,035293,026750,036291,015107,018675,064504
0000000359,0000357500,037934,026694,033694,022642,011459,065332
0000000360,0000358500,037944,027914,032456,031414,005615,063593
0000000361,0000359500,039431,028974,029892,040721,001676,059356
0000000362,0000360500,038399,031002,028886,049450,000080,053164
0000000363,0000361500,038568,032641,027063,056978,000921,045478
0000000364,0000362500,036535,034817,026912,062317,004184,037209
0000000365,0000363500,035622,036311,026325,065196,009479,029010
0000000366,0000364500,033124,037883,027250,065094,016353,021834
0000000367,0000365500,031663,038597,027999,062238,024071,016250
0000000368,0000366500,029524,039009,029732,056720,031930,012922
0000000369,0000367500,028156,038642,031477,049242,039114,012076
0000000370,0000368500,027157,037752,033378,040401,044957,013880
0000000371,0000369500,026403,036442,035457,031185,048853,018080
0000000372,0000370500,026966,034580,036767,022380,050451,024339
0000000373,0000371500,027036,032851,038440,014975,049563,031963
0000000374,0000372500,029059,030697,038578,009552,046313,040294
0000000375,0000373500,029776,029254,039311,006810,040978,048412
0000000376,0000374500,032675,027575,038091,006825,034129,055639
0000000377,0000375500,033528,027042,037771,009807,026384,061137
0000000378,0000376500,036480,026393,035459,015241,018561,064504
0000000379,0000377500,036807,027076,034442,022813,011367,065274
0000000380,0000378500,039067,027587,031656,031579,005564,063498
0000000381,0000379500,038312,029356,030632,040849,001671,059245
0000000382,0000380500,039490,030686,028108,049587,000108,053010
0000000383,0000381500,037433,033022,027820,057015,001003,045359
0000000384,0000382500,037613,034494,026156,062377,004277,037055
0000000385,0000383500,034492,036676,027092,065128,009613,028930
0000000386,0000384500,034159,037553,026543,065058,016473,021739
0000000387,0000385500,030619,038920,028722,062088,024206,016243
0000000388,0000386500,030440,038696,029128,056609,032028,012919
0000000389,0000387500,027312,038891,032074,049060,039199,012151
0000000390,0000388500,027857,037493,032936,040269,044990,013963
0000000391,0000389500,025856,036595,035851,031027,048856,018219
0000000392,0000390500,027380,034410,036522,022294,050402,024468
0000000393,0000391500,026826,032904,038596,014885,049487,032124
0000000394,0000392500,029172,030634,038528,009564,046194,040410
0000000395,0000393500,029868,029226,039248,006805,040855,048546
0000000396,0000394500,032527,027614,038200,006947,033979,055689
0000000397,0000395500,033839,026960,037541,009874,026264,061204
0000000398,0000396500,036134,026514,035684,015441,018431,064460
0000000399,0000397500,037257,026963,034104,022915,011297,065257
0000000400,0000398500,038571,027767,031973,031792,005500,063373
0000000401,0000399500,038863,029216,030219,040938,001679,059157
0000000402,0000400500,038848,030910,028527,049742,000131,052846
0000000403,0000401500,038107,032839,027328,057049,001086,045240
0000000404,0000402500,036797,034761,026707,062425,004373,036910
0000000405,0000403500,035341,036424,026493,065085,009742,028832
0000000406,0000404500,033142,037865,027251,064992,016603,021662
0000000407,0000405500,031679,038584,027996,061974,024334,016212
0000000408,0000406500,029232,039052,029983,056467,032137,012932
0000000409,0000407500,028567,038477,031231,048907,039278,012206
0000000410,0000408500,026527,037880,033882,040114,045034,014057
0000000411,0000409500,027224,036136,034940,030887,048858,018343
0000000412,0000410500,026034,034807,037475,022192,050360,024605
0000000413,0000411500,028189,032449,037687,014810,049411,032272
0000000414,0000412500,027916,031017,039404,009552,046083,040539
0000000415,0000413500,031116,028819,038404,006827,040728,048660
0000000416,0000414500,031427,027967,038950,007024,033841,055765
0000000417,0000415500,034913,026626,036799,009994,026131,061236
0000000418,0000416500,035197,026833,036305,015570,018321,064461
0000000419,0000417500,038151,026700,033471,023096,011206,065189
0000000420,0000418500,037762,028054,032496,031915,005461,063303
0000000421,0000419500,039607,029007,029682,041121,001661,059010
0000000422,0000420500,038135,031166,028985,049804,000179,052739
0000000423,0000421500,038723,032664,026884,057172,001145,045065
0000000424,0000422500,036185,034975,027106,062395,004493,036812
0000000425,0000423500,035817,036277,026162,065110,009853,028692
0000000426,0000424500,032687,038015,027556,064872,016749,021615
0000000427,0000425500,031966,038475,027817,061902,024451,016153
0000000428,0000426500,029021,039111,030136,056290,032258,012964
0000000429,0000427500,028600,038432,031243,048781,039352,012242
0000000430,0000428500,026632,037830,033827,039933,045086,014166
0000000431,0000429500,026965,036177,035159,030772,048855,018450
0000000432,0000430500,026473,034652,037190,022057,050329,024760
0000000433,0000431500,027647,032586,038092,014768,049327,032399
0000000434,0000432500,028641,030780,038915,009499,045983,040692
0000000435,0000433500,030350,029045,038946,006891,040590,048749
0000000436,0000434500,032343,027684,038315,007060,033714,055866
0000000437,0000435500,033998,026920,037422,010151,025988,061246
0000000438,0000436500,036206,026535,035591,015672,018218,064477
0000000439,0000437500,037148,027038,034137,023295,011110,065112
0000000440,0000438500,038803,027756,031750,032039,005422,063232
0000000441,0000439500,038541,029371,030386,041290,001647,058872
0000000442,0000440500,039200,030861,028223,049899,000220,052610
0000000443,0000441500,037587,033043,027644,057251,001218,044918
0000000444,0000442500,037299,034644,026320,062420,004599,036676
0000000445,0000443500,034602,036666,026992,065072,009984,028589
0000000446,0000444500,033872,037644,026740,064815,016881,021528
0000000447,0000445500,030690,038866,028705,061765,024588,016131
0000000448,0000446500,030260,038703,029302,056169,032365,012959
0000000449,0000447500,027329,038809,032140,048599,039442,012311
0000000450,0000448500,027858,037413,033016,039796,045127,014247
0000000451,0000449500,025796,036520,035988,030611,048865,018585
0000000452,0000450500,027588,034266,036459,021961,050286,024892
0000000453,0000451500,026675,032876,038777,014682,049254,032554
0000000454,0000452500,029552,030467,038315,009492,045869,040818
0000000455,0000453500,029632,029271,039439,006901,040464,048873
0000000456,0000454500,032995,027470,037875,007159,033570,055930
0000000457,0000455500,033537,027083,037720,010239,025862,061300
0000000458,0000456500,036596,026422,035313,015854,018094,064445
0000000459,0000457500,036905,027146,034272,023413,011035,065084
0000000460,0000458500,038963,027728,031618,032248,005362,063108
0000000461,0000459500,038467,029431,030401,041381,001656,058781
0000000462,0000460500,039166,030894,028223,050067,000244,052433
0000000463,0000461500,037658,033051,027564,057267,001311,044805
0000000464,0000462500,037087,034722,026454,062495,004695,036508
0000000465,0000463500,034837,036608,026814,064996,010127,028505
0000000466,0000464500,033471,037762,027024,064779,017009,021425
0000000467,0000465500,031138,038724,028399,061613,024731,016117
0000000468,0000466500,029644,038870,029753,056049,032472,012954
0000000469,0000467500,028032,038571,031673,048415,039534,012380
0000000470,0000468500,027017,037640,033632,039651,045169,014332
0000000471,0000469500,026758,036194,035350,030452,048873,018721
0000000472,0000470500,026548,034557,037210,021862,050242,025028
0000000473,0000471500,027846,032488,037992,014596,049178,032712
0000000474,0000472500,028375,030816,039145,009486,045753,040946
0000000475,0000473500,030917,028859,038563,006913,040336,048997
0000000476,0000474500,031761,027859,038724,007256,033423,055997
0000000477,0000475500,034833,026684,036820,010341,025731,061346
0000000478,0000476500,035372,026828,036134,016018,017972,064425
0000000479,0000477500,038135,026782,033404,023567,010952,065033
0000000480,0000478500,037788,028130,032393,032415,005313,063009
0000000481,0000479500,039597,029103,029596,041530,001652,058651
0000000482,0000480500,038049,031278,028958,050170,000286,052295
0000000483,0000481500,038694,032747,026830,057359,001386,044642
0000000484,0000482500,036028,035076,027162,062488,004814,036387
0000000485,0000483500,035793,036313,026151,065000,010252,028369
0000000486,0000484500,032485,038075,027699,064660,017161,021371
0000000487,0000485500,032011,038434,027813,061533,024856,016057
0000000488,0000486500,028777,039129,030362,055858,032600,012992
0000000489,0000487500,028786,038302,031187,048288,039609,012414
0000000490,0000488500,026340,037831,034120,039451,045226,014453
0000000491,0000489500,027329,035974,034997,030339,048866,018830
0000000492,0000490500,026130,034669,037517,021716,050209,025194
0000000493,0000491500,028170,032351,037804,014555,049088,032844
0000000494,0000492500,028255,030846,039235,009437,045646,041104
0000000495,0000493500,030958,028827,038554,006976,040192,049093
0000000496,0000494500,031932,027815,038595,007305,033288,056096
0000000497,0000495500,034594,026761,036983,010501,025584,061357
0000000498,0000496500,035784,026725,035823,016131,017865,064436
0000000499,0000497500,037654,026953,033715,023778,010854,064947
0000000500,0000498500,038376,027981,031953,032535,005278,062937
